refrigerant,Temperature_K,Pressure_MPa,Phase,Phase_encoded,mol_weight,Tc_K,Pc_MPa,acentric,GWP,type,Tr,Pr,Density_kg_m3,Enthalpy_kJ_kg,Entropy_J_gK,Cp_J_gK
R290,326.0,1.8219,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.8813431020032984,0.4285815102328864,41.444,623.49,2.329,2.5823
R290,328.0,1.9011,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.8867501148990241,0.44721242060691596,43.544,624.69,2.3269,2.6468
R290,330.0,1.9828,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.8921571277947499,0.46643142789931774,45.757,625.8,2.3247,2.717
R290,332.0,2.0671,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.8975641406904756,0.4862620559868266,48.091,626.82,2.3224,2.7938
R290,334.0,2.154,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.9029711535862014,0.5067043048694424,50.558,627.74,2.3199,2.8785
R290,336.0,2.2436,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.908378166481927,0.5277816984239002,53.169,628.55,2.3171,2.9725
R290,338.0,2.3359,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.9137851793776528,0.5494942366501999,55.937,629.24,2.3142,3.0778
R290,340.0,2.431,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.9191921922733786,0.5718654434250764,58.88,629.8,2.3109,3.1971
R290,342.0,2.5291,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.9245992051691043,0.5949423665019995,62.017,630.21,2.3074,3.3336
R290,344.0,2.63,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.9300062180648301,0.6186779581274994,65.369,630.45,2.3035,3.4915
R290,346.0,2.734,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.9354132309605558,0.6431427899317808,68.965,630.51,2.2991,3.6764
R290,348.0,2.8411,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.9408202438562816,0.6683368619148435,72.837,630.35,2.2943,3.8959
R290,350.0,2.9514,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.9462272567520074,0.6942836979534227,77.028,629.95,2.289,4.1603
R290,352.0,3.065,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.9516342696477331,0.721006821924253,81.589,629.27,2.2829,4.4847
R290,354.0,3.182,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.9570412825434589,0.7485297577040696,86.591,628.25,2.2761,4.8916
R290,356.0,3.3025,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.9624482954391846,0.7768760291696072,92.125,626.83,2.2683,5.4166
R290,358.0,3.4266,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.9678553083349104,0.8060691601976006,98.322,624.92,2.2593,6.1199
R290,360.0,3.5545,vapor,1,44.1,369.89,4.251,0.152,3,HC,0.9732623212306362,0.8361561985415196,105.37,622.36,2.2487,7.111
R32,140.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.3985651654045437,0.017295053614666208,1420.5,-13.199,-0.062967,1.5874
R32,142.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4042589534817514,0.017295053614666208,1415.6,-10.027,-0.040468,1.5849
R32,144.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.40995274155895917,0.017295053614666208,1410.7,-6.8593,-0.018319,1.5824
R32,146.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.41564652963616694,0.017295053614666208,1405.9,-3.6969,0.0034912,1.58
R32,148.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4213403177133747,0.017295053614666208,1401.0,-0.53917,0.024973,1.5778
R32,150.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4270341057905825,0.017295053614666208,1396.1,2.6142,0.046137,1.5756
R32,152.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.43272789386779026,0.017295053614666208,1391.2,5.7634,0.066993,1.5736
R32,154.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.43842168194499803,0.017295053614666208,1386.4,8.9087,0.087551,1.5717
R32,156.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4441154700222058,0.017295053614666208,1381.5,12.05,0.10782,1.5699
R32,158.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4498092580994136,0.017295053614666208,1376.6,15.189,0.12781,1.5683
R32,160.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4555030461766213,0.017295053614666208,1371.7,18.324,0.14753,1.5667
R32,162.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.46119683425382907,0.017295053614666208,1366.7,21.456,0.16698,1.5653
R32,164.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.46689062233103684,0.017295053614666208,1361.8,24.585,0.18618,1.5641
R32,166.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4725844104082446,0.017295053614666208,1356.9,27.712,0.20513,1.5629
R32,168.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4782781984854524,0.017295053614666208,1351.9,30.837,0.22384,1.5619
R32,170.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.48397198656266016,0.017295053614666208,1347.0,33.959,0.24232,1.561
R32,172.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.48966577463986793,0.017295053614666208,1342.0,37.081,0.26057,1.5602
R32,174.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4953595627170757,0.017295053614666208,1337.0,40.2,0.27861,1.5596
R32,176.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5010533507942835,0.017295053614666208,1332.0,43.319,0.29643,1.5591
R32,178.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5067471388714913,0.017295053614666208,1327.0,46.437,0.31404,1.5587
R32,180.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.512440926948699,0.017295053614666208,1322.0,49.554,0.33146,1.5585
R32,182.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5181347150259068,0.017295053614666208,1316.9,52.671,0.34868,1.5584
R32,184.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5238285031031145,0.017295053614666208,1311.9,55.788,0.36571,1.5585
R32,186.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5295222911803222,0.017295053614666208,1306.8,58.905,0.38256,1.5587
R32,188.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.53521607925753,0.017295053614666208,1301.7,62.023,0.39923,1.559
R32,190.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5409098673347378,0.017295053614666208,1296.6,65.141,0.41573,1.5595
R32,192.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5466036554119456,0.017295053614666208,1291.5,68.261,0.43206,1.5601
R32,194.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5522974434891533,0.017295053614666208,1286.3,71.382,0.44823,1.5608
R32,196.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5579912315663611,0.017295053614666208,1281.1,74.504,0.46425,1.5617
R32,198.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5636850196435689,0.017295053614666208,1275.9,77.629,0.48011,1.5628
R32,200.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5693788077207766,0.017295053614666208,1270.7,80.755,0.49582,1.564
R32,202.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5750725957979844,0.017295053614666208,1265.5,83.885,0.51139,1.5653
R32,204.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5807663838751922,0.017295053614666208,1260.2,87.017,0.52682,1.5668
R32,206.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5864601719524,0.017295053614666208,1254.9,90.152,0.54211,1.5685
R32,208.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5921539600296077,0.017295053614666208,1249.6,93.291,0.55728,1.5703
R32,210.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.5978477481068155,0.017295053614666208,1244.3,96.434,0.57231,1.5723
R32,212.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.6035415361840233,0.017295053614666208,1238.9,99.58,0.58723,1.5744
R32,214.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.6092353242612311,0.017295053614666208,1233.5,102.73,0.60202,1.5767
R32,216.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.6149291123384388,0.017295053614666208,1228.0,105.89,0.6167,1.5792
R32,218.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.6206229004156465,0.017295053614666208,1222.6,109.05,0.63127,1.5819
R32,220.0,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.6263166884928543,0.017295053614666208,1217.1,112.21,0.64573,1.5847
R32,221.24,0.1,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.6298468371007232,0.017295053614666208,1213.6,114.18,0.65464,1.5865
R32,221.24,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.6298468371007232,0.017295053614666208,2.9512,496.32,2.3819,0.87341
R32,222.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.632010476570062,0.017295053614666208,2.939,496.98,2.3849,0.86927
R32,224.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.6377042646472698,0.017295053614666208,2.9075,498.71,2.3926,0.85974
R32,226.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.6433980527244776,0.017295053614666208,2.8769,500.42,2.4002,0.8519
R32,228.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.6490918408016854,0.017295053614666208,2.8473,502.12,2.4077,0.8454
R32,230.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.6547856288788931,0.017295053614666208,2.8184,503.8,2.4151,0.84
R32,232.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.6604794169561009,0.017295053614666208,2.7902,505.48,2.4223,0.8355
R32,234.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.6661732050333087,0.017295053614666208,2.7628,507.15,2.4295,0.83175
R32,236.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.6718669931105165,0.017295053614666208,2.7361,508.81,2.4365,0.82863
R32,238.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.6775607811877242,0.017295053614666208,2.71,510.46,2.4435,0.82605
R32,240.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.683254569264932,0.017295053614666208,2.6845,512.11,2.4504,0.82392
R32,242.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.6889483573421398,0.017295053614666208,2.6595,513.76,2.4573,0.8222
R32,244.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.6946421454193475,0.017295053614666208,2.6352,515.4,2.464,0.82083
R32,246.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7003359334965553,0.017295053614666208,2.6113,517.04,2.4707,0.81977
R32,248.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7060297215737631,0.017295053614666208,2.588,518.68,2.4773,0.81898
R32,250.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7117235096509709,0.017295053614666208,2.5651,520.32,2.4839,0.81845
R32,252.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7174172977281785,0.017295053614666208,2.5427,521.95,2.4904,0.81814
R32,254.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7231110858053863,0.017295053614666208,2.5208,523.59,2.4969,0.81804
R32,256.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7288048738825941,0.017295053614666208,2.4992,525.22,2.5033,0.81813
R32,258.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7344986619598018,0.017295053614666208,2.4781,526.86,2.5097,0.8184
R32,260.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7401924500370096,0.017295053614666208,2.4574,528.5,2.516,0.81882
R32,262.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7458862381142174,0.017295053614666208,2.4371,530.14,2.5223,0.81939
R32,264.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7515800261914252,0.017295053614666208,2.4172,531.78,2.5285,0.82011
R32,266.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7572738142686329,0.017295053614666208,2.3976,533.42,2.5347,0.82095
R32,268.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7629676023458407,0.017295053614666208,2.3784,535.06,2.5409,0.82192
R32,270.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7686613904230485,0.017295053614666208,2.3595,536.71,2.547,0.823
R32,272.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7743551785002563,0.017295053614666208,2.341,538.35,2.5531,0.82419
R32,274.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.780048966577464,0.017295053614666208,2.3227,540.0,2.5591,0.82548
R32,276.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7857427546546718,0.017295053614666208,2.3048,541.65,2.5651,0.82686
R32,278.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7914365427318796,0.017295053614666208,2.2872,543.31,2.5711,0.82834
R32,280.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.7971303308090874,0.017295053614666208,2.2699,544.97,2.577,0.8299
R32,282.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8028241188862951,0.017295053614666208,2.2528,546.63,2.5829,0.83154
R32,284.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8085179069635028,0.017295053614666208,2.236,548.29,2.5888,0.83326
R32,286.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8142116950407106,0.017295053614666208,2.2195,549.96,2.5947,0.83506
R32,288.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8199054831179183,0.017295053614666208,2.2033,551.63,2.6005,0.83692
R32,290.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8255992711951261,0.017295053614666208,2.1873,553.31,2.6063,0.83885
R32,292.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8312930592723339,0.017295053614666208,2.1716,554.99,2.6121,0.84084
R32,294.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8369868473495417,0.017295053614666208,2.1561,556.67,2.6178,0.84289
R32,296.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8426806354267494,0.017295053614666208,2.1408,558.36,2.6235,0.845
R32,298.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8483744235039572,0.017295053614666208,2.1258,560.05,2.6292,0.84716
R32,300.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.854068211581165,0.017295053614666208,2.1109,561.75,2.6349,0.84937
R32,302.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8597619996583727,0.017295053614666208,2.0963,563.45,2.6406,0.85164
R32,304.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8654557877355805,0.017295053614666208,2.082,565.16,2.6462,0.85395
R32,306.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8711495758127883,0.017295053614666208,2.0678,566.87,2.6518,0.8563
R32,308.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8768433638899961,0.017295053614666208,2.0538,568.58,2.6574,0.8587
R32,310.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8825371519672038,0.017295053614666208,2.04,570.3,2.663,0.86114
R32,312.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8882309400444116,0.017295053614666208,2.0264,572.03,2.6685,0.86362
R32,314.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8939247281216194,0.017295053614666208,2.0131,573.76,2.674,0.86613
R32,316.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.8996185161988272,0.017295053614666208,1.9998,575.49,2.6795,0.86868
R32,318.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9053123042760348,0.017295053614666208,1.9868,577.23,2.685,0.87126
R32,320.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9110060923532426,0.017295053614666208,1.974,578.98,2.6905,0.87388
R32,322.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9166998804304504,0.017295053614666208,1.9613,580.73,2.696,0.87653
R32,324.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9223936685076581,0.017295053614666208,1.9488,582.48,2.7014,0.8792
R32,326.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9280874565848659,0.017295053614666208,1.9364,584.24,2.7068,0.88191
R32,328.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9337812446620737,0.017295053614666208,1.9242,586.01,2.7122,0.88464
R32,330.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9394750327392815,0.017295053614666208,1.9122,587.78,2.7176,0.88739
R32,332.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9451688208164892,0.017295053614666208,1.9004,589.56,2.723,0.89017
R32,334.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.950862608893697,0.017295053614666208,1.8886,591.34,2.7283,0.89298
R32,336.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9565563969709048,0.017295053614666208,1.8771,593.13,2.7337,0.8958
R32,338.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9622501850481125,0.017295053614666208,1.8656,594.93,2.739,0.89865
R32,340.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9679439731253203,0.017295053614666208,1.8544,596.73,2.7443,0.90151
R32,342.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9736377612025281,0.017295053614666208,1.8432,598.53,2.7496,0.9044
R32,344.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9793315492797359,0.017295053614666208,1.8322,600.34,2.7549,0.9073
R32,346.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9850253373569436,0.017295053614666208,1.8214,602.16,2.7601,0.91022
R32,348.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9907191254341514,0.017295053614666208,1.8106,603.98,2.7654,0.91316
R32,350.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,0.9964129135113592,0.017295053614666208,1.8,605.81,2.7706,0.91611
R32,352.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.002106701588567,0.017295053614666208,1.7895,607.65,2.7759,0.91907
R32,354.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.0078004896657746,0.017295053614666208,1.7792,609.49,2.7811,0.92205
R32,356.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.0134942777429825,0.017295053614666208,1.769,611.34,2.7863,0.92505
R32,358.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.0191880658201902,0.017295053614666208,1.7589,613.19,2.7915,0.92805
R32,360.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.024881853897398,0.017295053614666208,1.7489,615.05,2.7967,0.93107
R32,362.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.0305756419746057,0.017295053614666208,1.739,616.91,2.8018,0.93409
R32,364.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.0362694300518136,0.017295053614666208,1.7292,618.79,2.807,0.93713
R32,366.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.0419632181290213,0.017295053614666208,1.7196,620.66,2.8121,0.94017
R32,368.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.047657006206229,0.017295053614666208,1.71,622.55,2.8172,0.94323
R32,370.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.0533507942834368,0.017295053614666208,1.7006,624.44,2.8224,0.94629
R32,372.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.0590445823606445,0.017295053614666208,1.6913,626.33,2.8275,0.94936
R32,374.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.0647383704378524,0.017295053614666208,1.682,628.23,2.8326,0.95244
R32,376.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.07043215851506,0.017295053614666208,1.6729,630.14,2.8377,0.95552
R32,378.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.076125946592268,0.017295053614666208,1.6639,632.06,2.8427,0.95861
R32,380.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.0818197346694756,0.017295053614666208,1.655,633.98,2.8478,0.96171
R32,382.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.0875135227466834,0.017295053614666208,1.6462,635.9,2.8529,0.96481
R32,384.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.093207310823891,0.017295053614666208,1.6374,637.83,2.8579,0.96791
R32,386.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.098901098901099,0.017295053614666208,1.6288,639.77,2.8629,0.97102
R32,388.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.1045948869783067,0.017295053614666208,1.6203,641.72,2.868,0.97413
R32,390.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.1102886750555145,0.017295053614666208,1.6118,643.67,2.873,0.97725
R32,392.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.1159824631327222,0.017295053614666208,1.6035,645.63,2.878,0.98036
R32,394.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.12167625120993,0.017295053614666208,1.5952,647.59,2.883,0.98348
R32,396.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.1273700392871377,0.017295053614666208,1.587,649.56,2.888,0.9866
R32,398.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.1330638273643456,0.017295053614666208,1.5789,651.54,2.893,0.98973
R32,400.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.1387576154415533,0.017295053614666208,1.5709,653.52,2.8979,0.99285
R32,402.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.144451403518761,0.017295053614666208,1.5629,655.51,2.9029,0.99598
R32,404.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.1501451915959688,0.017295053614666208,1.5551,657.5,2.9078,0.9991
R32,406.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.1558389796731765,0.017295053614666208,1.5473,659.51,2.9128,1.0022
R32,408.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.1615327677503844,0.017295053614666208,1.5396,661.51,2.9177,1.0054
R32,410.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.167226555827592,0.017295053614666208,1.532,663.53,2.9226,1.0085
R32,412.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.1729203439048,0.017295053614666208,1.5245,665.55,2.9276,1.0116
R32,414.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.1786141319820076,0.017295053614666208,1.517,667.57,2.9325,1.0147
R32,416.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.1843079200592155,0.017295053614666208,1.5096,669.61,2.9374,1.0178
R32,418.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.1900017081364231,0.017295053614666208,1.5023,671.65,2.9422,1.021
R32,420.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.195695496213631,0.017295053614666208,1.495,673.69,2.9471,1.0241
R32,422.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.2013892842908387,0.017295053614666208,1.4878,675.74,2.952,1.0272
R32,424.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.2070830723680466,0.017295053614666208,1.4807,677.8,2.9569,1.0303
R32,426.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.2127768604452542,0.017295053614666208,1.4737,679.86,2.9617,1.0334
R32,428.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.2184706485224621,0.017295053614666208,1.4667,681.93,2.9666,1.0365
R32,430.0,0.1,vapor,1,52.02,351.26,5.782,0.277,675,HFC,1.2241644365996698,0.017295053614666208,1.4598,684.01,2.9714,1.0396
R32,140.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.3985651654045437,0.08647526807333103,1420.8,-12.985,-0.063448,1.5872
R32,142.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4042589534817514,0.08647526807333103,1415.9,-9.8129,-0.040952,1.5846
R32,144.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.40995274155895917,0.08647526807333103,1411.1,-6.6462,-0.018807,1.5821
R32,146.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.41564652963616694,0.08647526807333103,1406.2,-3.4843,0.002999,1.5797
R32,148.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4213403177133747,0.08647526807333103,1401.3,-0.32711,0.024477,1.5775
R32,150.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4270341057905825,0.08647526807333103,1396.5,2.8257,0.045637,1.5753
R32,152.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.43272789386779026,0.08647526807333103,1391.6,5.9743,0.066489,1.5733
R32,154.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.43842168194499803,0.08647526807333103,1386.7,9.1189,0.087043,1.5714
R32,156.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4441154700222058,0.08647526807333103,1381.8,12.26,0.10731,1.5696
R32,158.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4498092580994136,0.08647526807333103,1376.9,15.397,0.12729,1.5679
R32,160.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4555030461766213,0.08647526807333103,1372.0,18.532,0.147,1.5664
R32,162.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.46119683425382907,0.08647526807333103,1367.1,21.663,0.16645,1.5649
R32,164.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.46689062233103684,0.08647526807333103,1362.2,24.791,0.18565,1.5636
R32,166.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4725844104082446,0.08647526807333103,1357.3,27.918,0.20459,1.5625
R32,168.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.4782781984854524,0.08647526807333103,1352.3,31.041,0.2233,1.5614
R32,170.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.48397198656266016,0.08647526807333103,1347.4,34.163,0.24177,1.5605
R32,172.0,0.5,liquid,0,52.02,351.26,5.782,0.277,675,HFC,0.48966577463986793,0.08647526807333103,1342.4,37.284,0.26002,1.5598
